schema_version,decomposition_basis,kanji,unicode,han_viet,han_viet_display,meaning_vi,mnemonic_vi,etymology_summary_vi,formation_type,learning_atomic,current_visual_ids,origin_char,origin_ids,component_count,has_recursive_component,components_json,origin_components_json
joyo2136_ui_recursive_v2_visual,current_visual,塑,U+5851,tố,Tố,"đắp tượng, đúc tượng","Nặn đất 土 thành hình từ đầu 朔, từng chút một tạo ra tượng; động tác ấy là 塑 — đắp, tạo hình.",Hình thanh theo dạng gốc 塑: phần nghĩa 土; phần âm 朔.,phono-semantic,false,⿱朔土,塑,⿱朔土,2,True,"[{""order"":1,""component"":""朔"",""display"":""朔"",""render_type"":""unicode"",""render_value"":""朔"",""glyphwiki_name"":"""",""han_viet"":""sóc"",""han_viet_display"":""Sóc"",""meaning_vi"":""mồng một; phương bắc"",""mnemonic_vi"":""Gắn hình 朔 với ý “mồng một”."",""mnemonic_source"":""component_master"",""position_raw"":""top"",""position_ui"":""top"",""position_vi"":""phía trên"",""role"":""phonetic"",""role_vi"":""phần âm"",""component_source"":""IDS-UCS-Basic.txt"",""recursive_available"":true,""recursive_source"":""IDS-UCS-Basic.txt"",""recursive_children"":[{""order"":1,""component"":""屰"",""display"":""屰"",""render_type"":""unicode"",""render_value"":""屰"",""glyphwiki_name"":"""",""han_viet"":""kích; nghịch"",""han_viet_display"":""Kích"",""meaning_vi"":""trái ngược; không thuận"",""position_raw"":""left"",""position_ui"":""left"",""position_vi"":""bên trái"",""role"":"""",""role_vi"":"""",""source"":""IDS-UCS-Basic.txt"",""show_detail"":false},{""order"":2,""component"":""月"",""display"":""月"",""render_type"":""unicode"",""render_value"":""月"",""glyphwiki_name"":"""",""han_viet"":""nguyệt"",""han_viet_display"":""Nguyệt"",""meaning_vi"":""mặt trăng, tháng (như bán nguyệt san)"",""position_raw"":""right"",""position_ui"":""right"",""position_vi"":""bên phải"",""role"":"""",""role_vi"":"""",""source"":""IDS-UCS-Basic.txt"",""show_detail"":false}]},{""order"":2,""component"":""土"",""display"":""土"",""render_type"":""unicode"",""render_value"":""土"",""glyphwiki_name"":"""",""han_viet"":""thổ"",""han_viet_display"":""Thổ"",""meaning_vi"":""đất"",""mnemonic_vi"":""Nét ngang dưới là mặt đất, nét dọc nhô lên như mô đất; đó là 土 — đất."",""mnemonic_source"":""kanji_master_v6"",""position_raw"":""bottom"",""position_ui"":""bottom"",""position_vi"":""phía dưới"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""component_source"":""IDS-UCS-Basic.txt"",""recursive_available"":false,""recursive_source"":"""",""recursive_children"":[]}]","[{""order"":1,""component"":""朔"",""display"":""朔"",""han_viet"":""sóc"",""meaning_vi"":""mồng một; phương bắc"",""position_ui"":""top"",""position_vi"":""phía trên"",""role"":""phonetic"",""role_vi"":""phần âm"",""source"":""ids-analysis""},{""order"":2,""component"":""土"",""display"":""土"",""han_viet"":""thổ"",""meaning_vi"":""đất"",""position_ui"":""bottom"",""position_vi"":""phía dưới"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""source"":""ids-analysis""}]"
joyo2136_ui_recursive_v2_visual,current_visual,塡,U+5861,điền,Điền,lấp đầy,"Lấy đất 土 đổ vào chỗ trống cho đến khi đầy kín; đó là 塡 — điền, lấp đầy.",Hình thanh theo dạng gốc 塡: phần nghĩa 土; phần âm 眞.,phono-semantic,false,⿰土眞,塡,⿰土眞,2,False,"[{""order"":1,""component"":""土"",""display"":""土"",""render_type"":""unicode"",""render_value"":""土"",""glyphwiki_name"":"""",""han_viet"":""thổ"",""han_viet_display"":""Thổ"",""meaning_vi"":""đất"",""mnemonic_vi"":""Nét ngang dưới là mặt đất, nét dọc nhô lên như mô đất; đó là 土 — đất."",""mnemonic_source"":""kanji_master_v6"",""position_raw"":""left"",""position_ui"":""left"",""position_vi"":""bên trái"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""component_source"":""IDS-UCS-Basic.txt"",""recursive_available"":false,""recursive_source"":"""",""recursive_children"":[]},{""order"":2,""component"":""眞"",""display"":""眞"",""render_type"":""unicode"",""render_value"":""眞"",""glyphwiki_name"":"""",""han_viet"":""chân"",""han_viet_display"":""Chân"",""meaning_vi"":""thật"",""mnemonic_vi"":""Ghép 匕 (chủy) — thìa + ⿺目𠃊 + &GT-K00059;; dùng hình này để nhớ ý “thật”."",""mnemonic_source"":""component_master"",""position_raw"":""right"",""position_ui"":""right"",""position_vi"":""bên phải"",""role"":""phonetic"",""role_vi"":""phần âm"",""component_source"":""IDS-UCS-Basic.txt"",""recursive_available"":false,""recursive_source"":"""",""recursive_children"":[]}]","[{""order"":1,""component"":""土"",""display"":""土"",""han_viet"":""thổ"",""meaning_vi"":""đất"",""position_ui"":""left"",""position_vi"":""bên trái"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""source"":""ids-analysis""},{""order"":2,""component"":""眞"",""display"":""眞"",""han_viet"":""chân"",""meaning_vi"":""thật"",""position_ui"":""right"",""position_vi"":""bên phải"",""role"":""phonetic"",""role_vi"":""phần âm"",""source"":""ids-analysis""}]"
joyo2136_ui_recursive_v2_visual,current_visual,塗,U+5857,đồ,Đồ,"sơn, phết","Lấy vật liệu dạng đất/sơn rồi phết thành một lớp phủ kín bề mặt; động tác phủ lên ấy là 塗 — sơn, phết.",Hình thanh theo dạng gốc 塗: phần nghĩa 土; phần âm 涂.,phono-semantic,false,⿱涂土,塗,⿱涂土,2,True,"[{""order"":1,""component"":""涂"",""display"":""涂"",""render_type"":""unicode"",""render_value"":""涂"",""glyphwiki_name"":"""",""han_viet"":""dơ"",""han_viet_display"":""Dơ"",""meaning_vi"":"""",""mnemonic_vi"":"""",""mnemonic_source"":""component_master"",""position_raw"":""top"",""position_ui"":""top"",""position_vi"":""phía trên"",""role"":""phonetic"",""role_vi"":""phần âm"",""component_source"":""IDS-UCS-Basic.txt"",""recursive_available"":true,""recursive_source"":""IDS-UCS-Basic.txt"",""recursive_children"":[{""order"":1,""component"":""氵"",""display"":""氵"",""render_type"":""unicode"",""render_value"":""氵"",""glyphwiki_name"":"""",""han_viet"":""thủy đứng"",""han_viet_display"":""Thủy đứng"",""meaning_vi"":""nước"",""position_raw"":""left"",""position_ui"":""left"",""position_vi"":""bên trái"",""role"":"""",""role_vi"":"""",""source"":""IDS-UCS-Basic.txt"",""show_detail"":false},{""order"":2,""component"":""余"",""display"":""余"",""render_type"":""unicode"",""render_value"":""余"",""glyphwiki_name"":"""",""han_viet"":""dư"",""han_viet_display"":""Dư"",""meaning_vi"":""dư ra, thừa"",""position_raw"":""right"",""position_ui"":""right"",""position_vi"":""bên phải"",""role"":"""",""role_vi"":"""",""source"":""IDS-UCS-Basic.txt"",""show_detail"":false}]},{""order"":2,""component"":""土"",""display"":""土"",""render_type"":""unicode"",""render_value"":""土"",""glyphwiki_name"":"""",""han_viet"":""thổ"",""han_viet_display"":""Thổ"",""meaning_vi"":""đất"",""mnemonic_vi"":""Nét ngang dưới là mặt đất, nét dọc nhô lên như mô đất; đó là 土 — đất."",""mnemonic_source"":""kanji_master_v6"",""position_raw"":""bottom"",""position_ui"":""bottom"",""position_vi"":""phía dưới"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""component_source"":""IDS-UCS-Basic.txt"",""recursive_available"":false,""recursive_source"":"""",""recursive_children"":[]}]","[{""order"":1,""component"":""涂"",""display"":""涂"",""han_viet"":""dơ"",""meaning_vi"":"""",""position_ui"":""top"",""position_vi"":""phía trên"",""role"":""phonetic"",""role_vi"":""phần âm"",""source"":""ids-analysis""},{""order"":2,""component"":""土"",""display"":""土"",""han_viet"":""thổ"",""meaning_vi"":""đất"",""position_ui"":""bottom"",""position_vi"":""phía dưới"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""source"":""ids-analysis""}]"
joyo2136_ui_recursive_v2_visual,current_visual,墓,U+5893,mộ,Mộ,"mồ mả, ngôi mộ","Khi mặt trời đã khuất như chữ 莫, người ta đắp đất 土 trên nơi an nghỉ; gò ấy là 墓 — ngôi mộ.",Hình thanh theo dạng gốc 墓: phần nghĩa 土; phần âm 莫.,phono-semantic,false,⿱莫土,墓,⿱莫土,2,False,"[{""order"":1,""component"":""莫"",""display"":""莫"",""render_type"":""unicode"",""render_value"":""莫"",""glyphwiki_name"":"""",""han_viet"":""bá; mạc; mạch; mịch; mộ"",""han_viet_display"":""Bá"",""meaning_vi"":""không, chẳng; đừng, chớ; nghĩa cổ còn chỉ chiều/tối"",""mnemonic_vi"":""Gắn hình 莫 với ý “không”."",""mnemonic_source"":""component_master"",""position_raw"":""top"",""position_ui"":""top"",""position_vi"":""phía trên"",""role"":""phonetic"",""role_vi"":""phần âm"",""component_source"":""IDS-UCS-Basic.txt"",""recursive_available"":false,""recursive_source"":"""",""recursive_children"":[]},{""order"":2,""component"":""土"",""display"":""土"",""render_type"":""unicode"",""render_value"":""土"",""glyphwiki_name"":"""",""han_viet"":""thổ"",""han_viet_display"":""Thổ"",""meaning_vi"":""đất"",""mnemonic_vi"":""Nét ngang dưới là mặt đất, nét dọc nhô lên như mô đất; đó là 土 — đất."",""mnemonic_source"":""kanji_master_v6"",""position_raw"":""bottom"",""position_ui"":""bottom"",""position_vi"":""phía dưới"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""component_source"":""IDS-UCS-Basic.txt"",""recursive_available"":false,""recursive_source"":"""",""recursive_children"":[]}]","[{""order"":1,""component"":""莫"",""display"":""莫"",""han_viet"":""bá; mạc; mạch; mịch; mộ"",""meaning_vi"":""không, chẳng; đừng, chớ; nghĩa cổ còn chỉ chiều/tối"",""position_ui"":""top"",""position_vi"":""phía trên"",""role"":""phonetic"",""role_vi"":""phần âm"",""source"":""ids-analysis""},{""order"":2,""component"":""土"",""display"":""土"",""han_viet"":""thổ"",""meaning_vi"":""đất"",""position_ui"":""bottom"",""position_vi"":""phía dưới"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""source"":""ids-analysis""}]"
joyo2136_ui_recursive_v2_visual,current_visual,境,U+5883,cảnh,Cảnh,biên giới,"Một đường đất 土 đánh dấu chỗ sự vật “kết thúc” 竟; nơi bên này hết, bên kia bắt đầu chính là 境 — biên giới.",Hình thanh theo dạng gốc 境: phần nghĩa 土; phần âm 竟.,phono-semantic,false,⿰土竟,境,⿰土竟,2,True,"[{""order"":1,""component"":""土"",""display"":""土"",""render_type"":""unicode"",""render_value"":""土"",""glyphwiki_name"":"""",""han_viet"":""thổ"",""han_viet_display"":""Thổ"",""meaning_vi"":""đất"",""mnemonic_vi"":""Nét ngang dưới là mặt đất, nét dọc nhô lên như mô đất; đó là 土 — đất."",""mnemonic_source"":""kanji_master_v6"",""position_raw"":""left"",""position_ui"":""left"",""position_vi"":""bên trái"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""component_source"":""IDS-UCS-Basic.txt"",""recursive_available"":false,""recursive_source"":"""",""recursive_children"":[]},{""order"":2,""component"":""竟"",""display"":""竟"",""render_type"":""unicode"",""render_value"":""竟"",""glyphwiki_name"":"""",""han_viet"":""cánh"",""han_viet_display"":""Cánh"",""meaning_vi"":""cuối cùng, hết"",""mnemonic_vi"":""Gắn hình 竟 với ý “cuối cùng”."",""mnemonic_source"":""component_master"",""position_raw"":""right"",""position_ui"":""right"",""position_vi"":""bên phải"",""role"":""phonetic"",""role_vi"":""phần âm"",""component_source"":""IDS-UCS-Basic.txt"",""recursive_available"":true,""recursive_source"":""IDS-UCS-Basic.txt"",""recursive_children"":[{""order"":1,""component"":""音"",""display"":""音"",""render_type"":""unicode"",""render_value"":""音"",""glyphwiki_name"":"""",""han_viet"":""âm"",""han_viet_display"":""Âm"",""meaning_vi"":""âm thanh, tiếng (động)"",""position_raw"":""top"",""position_ui"":""top"",""position_vi"":""phía trên"",""role"":"""",""role_vi"":"""",""source"":""IDS-UCS-Basic.txt"",""show_detail"":false},{""order"":2,""component"":""儿"",""display"":""儿"",""render_type"":""unicode"",""render_value"":""儿"",""glyphwiki_name"":"""",""han_viet"":""nhân đi"",""han_viet_display"":""Nhân đi"",""meaning_vi"":""chân người (người đang đi)"",""position_raw"":""bottom"",""position_ui"":""bottom"",""position_vi"":""phía dưới"",""role"":"""",""role_vi"":"""",""source"":""IDS-UCS-Basic.txt"",""show_detail"":false}]}]","[{""order"":1,""component"":""土"",""display"":""土"",""han_viet"":""thổ"",""meaning_vi"":""đất"",""position_ui"":""left"",""position_vi"":""bên trái"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""source"":""ids-analysis""},{""order"":2,""component"":""竟"",""display"":""竟"",""han_viet"":""cánh"",""meaning_vi"":""cuối cùng, hết"",""position_ui"":""right"",""position_vi"":""bên phải"",""role"":""phonetic"",""role_vi"":""phần âm"",""source"":""ids-analysis""}]"
joyo2136_ui_recursive_v2_visual,current_visual,塾,U+587E,thục,Thục,trường luyện thi,"Hãy hình dung lớp học 塾 là căn phòng nơi thầy trò ngồi học trên nền đất 土, học thêm tới tối; vì vậy nhớ 塾 — trường luyện học.",Hình thanh theo dạng gốc 𡔊: phần nghĩa 土; phần âm 𦏧.,phono-semantic,false,⿱孰土,𡔊,⿸𦏧土,2,True,"[{""order"":1,""component"":""孰"",""display"":""孰"",""render_type"":""unicode"",""render_value"":""孰"",""glyphwiki_name"":"""",""han_viet"":""thục"",""han_viet_display"":""Thục"",""meaning_vi"":""ai; cái nào"",""mnemonic_vi"":""Gắn hình 孰 với ý “ai”."",""mnemonic_source"":""component_master"",""position_raw"":""top"",""position_ui"":""top"",""position_vi"":""phía trên"",""role"":""phonetic"",""role_vi"":""phần âm"",""component_source"":""IDS-UCS-Basic.txt"",""recursive_available"":true,""recursive_source"":""IDS-UCS-Basic.txt"",""recursive_children"":[{""order"":1,""component"":""享"",""display"":""享"",""render_type"":""unicode"",""render_value"":""享"",""glyphwiki_name"":"""",""han_viet"":""hưởng"",""han_viet_display"":""Hưởng"",""meaning_vi"":""nhận, hưởng thụ"",""position_raw"":""left"",""position_ui"":""left"",""position_vi"":""bên trái"",""role"":"""",""role_vi"":"""",""source"":""IDS-UCS-Basic.txt"",""show_detail"":false},{""order"":2,""component"":""丸"",""display"":""丸"",""render_type"":""unicode"",""render_value"":""丸"",""glyphwiki_name"":"""",""han_viet"":""hoàn"",""han_viet_display"":""Hoàn"",""meaning_vi"":""tròn"",""position_raw"":""right"",""position_ui"":""right"",""position_vi"":""bên phải"",""role"":"""",""role_vi"":"""",""source"":""IDS-UCS-Basic.txt"",""show_detail"":false}]},{""order"":2,""component"":""土"",""display"":""土"",""render_type"":""unicode"",""render_value"":""土"",""glyphwiki_name"":"""",""han_viet"":""thổ"",""han_viet_display"":""Thổ"",""meaning_vi"":""đất"",""mnemonic_vi"":""Nét ngang dưới là mặt đất, nét dọc nhô lên như mô đất; đó là 土 — đất."",""mnemonic_source"":""kanji_master_v6"",""position_raw"":""bottom"",""position_ui"":""bottom"",""position_vi"":""phía dưới"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""component_source"":""IDS-UCS-Basic.txt"",""recursive_available"":false,""recursive_source"":"""",""recursive_children"":[]}]","[{""order"":1,""component"":""𦏧"",""display"":""𦏧"",""han_viet"":"""",""meaning_vi"":"""",""position_ui"":""outside"",""position_vi"":""bao phía trên-trái"",""role"":""phonetic"",""role_vi"":""phần âm"",""source"":""ids-analysis""},{""order"":2,""component"":""土"",""display"":""土"",""han_viet"":""thổ"",""meaning_vi"":""đất"",""position_ui"":""inside"",""position_vi"":""bên trong"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""source"":""ids-analysis""}]"
joyo2136_ui_recursive_v2_visual,current_visual,増,U+5897,tăng,Tăng,tăng lên,"Cứ đắp thêm từng lớp đất 土 lên phần 曾, gò đất ngày càng cao; đó là 増 — tăng lên.",Hình thanh theo dạng gốc 增: phần nghĩa 土; phần âm 曾. Có bất đồng giữa nguồn; các claim được giữ nguyên trong bảng Formation.,phono-semantic,false,⿰土曽,增,⿰土曾,2,True,"[{""order"":1,""component"":""土"",""display"":""土"",""render_type"":""unicode"",""render_value"":""土"",""glyphwiki_name"":"""",""han_viet"":""thổ"",""han_viet_display"":""Thổ"",""meaning_vi"":""đất"",""mnemonic_vi"":""Nét ngang dưới là mặt đất, nét dọc nhô lên như mô đất; đó là 土 — đất."",""mnemonic_source"":""kanji_master_v6"",""position_raw"":""left"",""position_ui"":""left"",""position_vi"":""bên trái"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""component_source"":""IDS-UCS-Basic.txt"",""recursive_available"":false,""recursive_source"":"""",""recursive_children"":[]},{""order"":2,""component"":""曽"",""display"":""曽"",""render_type"":""unicode"",""render_value"":""曽"",""glyphwiki_name"":"""",""han_viet"":""tằng"",""han_viet_display"":""Tằng"",""meaning_vi"":""từng"",""mnemonic_vi"":""Nhìn 曽 như nhiều lớp thời gian xếp chồng lên nhau; điều đã từng xảy ra ở một lớp trước giúp nhớ 曽 — từng."",""mnemonic_source"":""kanji_master_v6"",""position_raw"":""right"",""position_ui"":""right"",""position_vi"":""bên phải"",""role"":""phonetic"",""role_vi"":""phần âm"",""component_source"":""IDS-UCS-Basic.txt"",""recursive_available"":true,""recursive_source"":""IDS-UCS-Basic.txt"",""recursive_children"":[{""order"":1,""component"":""丷"",""display"":""丷"",""render_type"":""unicode"",""render_value"":""丷"",""glyphwiki_name"":"""",""han_viet"":""bát đầu"",""han_viet_display"":""Bát đầu"",""meaning_vi"":""tám (8)"",""position_raw"":""top"",""position_ui"":""top"",""position_vi"":""phía trên"",""role"":"""",""role_vi"":"""",""source"":""IDS-UCS-Basic.txt"",""show_detail"":false},{""order"":2,""component"":""田"",""display"":""田"",""render_type"":""unicode"",""render_value"":""田"",""glyphwiki_name"":"""",""han_viet"":""điền"",""han_viet_display"":""Điền"",""meaning_vi"":""ruộng"",""position_raw"":""middle"",""position_ui"":""middle"",""position_vi"":""ở giữa"",""role"":"""",""role_vi"":"""",""source"":""IDS-UCS-Basic.txt"",""show_detail"":false},{""order"":3,""component"":""日"",""display"":""日"",""render_type"":""unicode"",""render_value"":""日"",""glyphwiki_name"":"""",""han_viet"":""nhật"",""han_viet_display"":""Nhật"",""meaning_vi"":""mặt trời, ngày (như nhật ký)"",""position_raw"":""bottom"",""position_ui"":""bottom"",""position_vi"":""phía dưới"",""role"":"""",""role_vi"":"""",""source"":""IDS-UCS-Basic.txt"",""show_detail"":false}]}]","[{""order"":1,""component"":""土"",""display"":""土"",""han_viet"":""thổ"",""meaning_vi"":""đất"",""position_ui"":""left"",""position_vi"":""bên trái"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""source"":""ids-analysis""},{""order"":2,""component"":""曾"",""display"":""曾"",""han_viet"":""tằng"",""meaning_vi"":""từng"",""position_ui"":""right"",""position_vi"":""bên phải"",""role"":""phonetic"",""role_vi"":""phần âm"",""source"":""ids-analysis""}]"
joyo2136_ui_recursive_v2_visual,current_visual,墨,U+58A8,mặc,Mặc,"mực tàu, Mexico",Màu đen 黒 trộn với vật liệu khoáng/đất 土 thành thứ mực đen đặc; vì vậy 墨 — mực tàu.,Hình thanh theo dạng gốc 墨: phần nghĩa 黒 + 土; phần âm chưa ánh xạ. Có bất đồng giữa nguồn; các claim được giữ nguyên trong bảng Formation.,phono-semantic,false,⿱黑土,墨,⿱黒土,2,False,"[{""order"":1,""component"":""黑"",""display"":""黑"",""render_type"":""unicode"",""render_value"":""黑"",""glyphwiki_name"":"""",""han_viet"":""hắc"",""han_viet_display"":""Hắc"",""meaning_vi"":""màu đen thui"",""mnemonic_vi"":""Ghép ⑧ + 灬 (hỏa dưới) — lửa; dùng hình này để nhớ ý “màu đen thui”."",""mnemonic_source"":""component_master"",""position_raw"":""top"",""position_ui"":""top"",""position_vi"":""phía trên"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""component_source"":""IDS-UCS-Basic.txt"",""recursive_available"":false,""recursive_source"":"""",""recursive_children"":[]},{""order"":2,""component"":""土"",""display"":""土"",""render_type"":""unicode"",""render_value"":""土"",""glyphwiki_name"":"""",""han_viet"":""thổ"",""han_viet_display"":""Thổ"",""meaning_vi"":""đất"",""mnemonic_vi"":""Nét ngang dưới là mặt đất, nét dọc nhô lên như mô đất; đó là 土 — đất."",""mnemonic_source"":""kanji_master_v6"",""position_raw"":""bottom"",""position_ui"":""bottom"",""position_vi"":""phía dưới"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""component_source"":""IDS-UCS-Basic.txt"",""recursive_available"":false,""recursive_source"":"""",""recursive_children"":[]}]","[{""order"":1,""component"":""黒"",""display"":""黒"",""han_viet"":""hắc"",""meaning_vi"":""màu đen thui"",""position_ui"":""top"",""position_vi"":""phía trên"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""source"":""ids-analysis""},{""order"":2,""component"":""土"",""display"":""土"",""han_viet"":""thổ"",""meaning_vi"":""đất"",""position_ui"":""bottom"",""position_vi"":""phía dưới"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""source"":""ids-analysis""}]"
joyo2136_ui_recursive_v2_visual,current_visual,墜,U+589C,trụy,Trụy,rơi xuống,Một vật rời khỏi hàng/đội 隊 rồi lao xuống chạm đất 土; cú rơi ấy giúp nhớ 墜 — rơi xuống.,Hình thanh theo dạng gốc 墜: phần nghĩa 土; phần âm 隊.,phono-semantic,false,⿱隊土,墜,⿱隊土,2,True,"[{""order"":1,""component"":""隊"",""display"":""隊"",""render_type"":""unicode"",""render_value"":""隊"",""glyphwiki_name"":"""",""han_viet"":""đội"",""han_viet_display"":""Đội"",""meaning_vi"":""nhóm"",""mnemonic_vi"":""Một nhóm người cùng di chuyển dọc sườn 阝 theo một hàng, không ai tách khỏi đội hình; hàng người đi cùng ấy là 隊 — đội, nhóm."",""mnemonic_source"":""kanji_master_v6"",""position_raw"":""top"",""position_ui"":""top"",""position_vi"":""phía trên"",""role"":""phonetic"",""role_vi"":""phần âm"",""component_source"":""IDS-UCS-Basic.txt"",""recursive_available"":true,""recursive_source"":""kanji_visual_components_l1"",""recursive_children"":[{""order"":1,""component"":""⻖"",""display"":""⻖"",""render_type"":""unicode"",""render_value"":""⻖"",""glyphwiki_name"":"""",""han_viet"":""phụ"",""han_viet_display"":""Phụ"",""meaning_vi"":""đống đất, gò đất"",""position_raw"":""left"",""position_ui"":""left"",""position_vi"":""bên trái"",""role"":""visual_only"",""role_vi"":""thành phần hình thể"",""source"":""IDS-UCS-Basic.txt"",""show_detail"":false},{""order"":2,""component"":""㒸"",""display"":""㒸"",""render_type"":""unicode"",""render_value"":""㒸"",""glyphwiki_name"":"""",""han_viet"":""toại"",""han_viet_display"":""Toại"",""meaning_vi"":""theo, thuận; dạng cổ liên hệ 遂"",""position_raw"":""right"",""position_ui"":""right"",""position_vi"":""bên phải"",""role"":""phonetic"",""role_vi"":""phần âm"",""source"":""IDS-UCS-Basic.txt"",""show_detail"":false}]},{""order"":2,""component"":""土"",""display"":""土"",""render_type"":""unicode"",""render_value"":""土"",""glyphwiki_name"":"""",""han_viet"":""thổ"",""han_viet_display"":""Thổ"",""meaning_vi"":""đất"",""mnemonic_vi"":""Nét ngang dưới là mặt đất, nét dọc nhô lên như mô đất; đó là 土 — đất."",""mnemonic_source"":""kanji_master_v6"",""position_raw"":""bottom"",""position_ui"":""bottom"",""position_vi"":""phía dưới"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""component_source"":""IDS-UCS-Basic.txt"",""recursive_available"":false,""recursive_source"":"""",""recursive_children"":[]}]","[{""order"":1,""component"":""隊"",""display"":""隊"",""han_viet"":""đội"",""meaning_vi"":""nhóm"",""position_ui"":""top"",""position_vi"":""phía trên"",""role"":""phonetic"",""role_vi"":""phần âm"",""source"":""ids-analysis""},{""order"":2,""component"":""土"",""display"":""土"",""han_viet"":""thổ"",""meaning_vi"":""đất"",""position_ui"":""bottom"",""position_vi"":""phía dưới"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""source"":""ids-analysis""}]"
joyo2136_ui_recursive_v2_visual,current_visual,墳,U+58B3,phần,Phần,"đất đắp, mộ phần","Đất 土 được đắp cao thành ụ trên phần mộ; phần 賁 nhắc âm “phần”, nên 墳 — mộ phần, gò mộ.",Hình thanh theo dạng gốc 墳: phần nghĩa 土; phần âm 賁.,phono-semantic,false,⿰土賁,墳,⿰土賁,2,True,"[{""order"":1,""component"":""土"",""display"":""土"",""render_type"":""unicode"",""render_value"":""土"",""glyphwiki_name"":"""",""han_viet"":""thổ"",""han_viet_display"":""Thổ"",""meaning_vi"":""đất"",""mnemonic_vi"":""Nét ngang dưới là mặt đất, nét dọc nhô lên như mô đất; đó là 土 — đất."",""mnemonic_source"":""kanji_master_v6"",""position_raw"":""left"",""position_ui"":""left"",""position_vi"":""bên trái"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""component_source"":""IDS-UCS-Basic.txt"",""recursive_available"":false,""recursive_source"":"""",""recursive_children"":[]},{""order"":2,""component"":""賁"",""display"":""賁"",""render_type"":""unicode"",""render_value"":""賁"",""glyphwiki_name"":"""",""han_viet"":""bí; bôn; phần; phẩn; phẫn"",""han_viet_display"":""Bí"",""meaning_vi"":""trang sức, trang trí"",""mnemonic_vi"":""Gắn hình 賁 với ý “trang sức”."",""mnemonic_source"":""component_master"",""position_raw"":""right"",""position_ui"":""right"",""position_vi"":""bên phải"",""role"":""phonetic"",""role_vi"":""phần âm"",""component_source"":""IDS-UCS-Basic.txt"",""recursive_available"":true,""recursive_source"":""IDS-UCS-Basic.txt"",""recursive_children"":[{""order"":1,""component"":""卉"",""display"":""卉"",""render_type"":""unicode"",""render_value"":""卉"",""glyphwiki_name"":"""",""han_viet"":""hủy"",""han_viet_display"":""Hủy"",""meaning_vi"":"""",""position_raw"":""top"",""position_ui"":""top"",""position_vi"":""phía trên"",""role"":"""",""role_vi"":"""",""source"":""IDS-UCS-Basic.txt"",""show_detail"":false},{""order"":2,""component"":""貝"",""display"":""貝"",""render_type"":""unicode"",""render_value"":""貝"",""glyphwiki_name"":"""",""han_viet"":""bối"",""han_viet_display"":""Bối"",""meaning_vi"":""vỏ sò, vỏ ốc Tiền tài, báu vật (như Bảo bối)"",""position_raw"":""bottom"",""position_ui"":""bottom"",""position_vi"":""phía dưới"",""role"":"""",""role_vi"":"""",""source"":""IDS-UCS-Basic.txt"",""show_detail"":false}]}]","[{""order"":1,""component"":""土"",""display"":""土"",""han_viet"":""thổ"",""meaning_vi"":""đất"",""position_ui"":""left"",""position_vi"":""bên trái"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""source"":""ids-analysis""},{""order"":2,""component"":""賁"",""display"":""賁"",""han_viet"":""bí; bôn; phần; phẩn; phẫn"",""meaning_vi"":""trang sức, trang trí"",""position_ui"":""right"",""position_vi"":""bên phải"",""role"":""phonetic"",""role_vi"":""phần âm"",""source"":""ids-analysis""}]"
